Label,PixelCount,Area,Perimeter,Circularity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Centroid.X,Centroid.Y,Ellipse.Center.X,Ellipse.Center.Y,Ellipse.Radius1,Ellipse.Radius2,Ellipse.Orientation,Ellipse.Elong,ConvexArea,Convexity,MaxFeretDiam,MaxFeretDiamAngle,OBox.Center.X,OBox.Center.Y,OBox.Length,OBox.Width,OBox.Orientation,GeodesicDiameter,Tortuosity,InscrDisc.Center.X,InscrDisc.Center.Y,InscrDisc.Radius,AverageThickness,GeodesicElongation
247,33377,0.486,4.077,0.367,1,4.538,5.404,2.607,3.484,4.961,3.022,4.961,3.022,0.426,0.376,45.176,1.132,0.567,0.857,0.92,19.638,4.949,3.0,0.875,0.821,66.329,0.93,1.011,4.954,3.007,0.328,-0.776,1.416
488,33113,0.482,4.468,0.304,1,3.889,4.873,4.61,5.442,4.402,5.018,4.402,5.018,0.457,0.353,18.532,1.295,0.57,0.846,0.993,172.493,4.369,5.031,0.97,0.724,17.956,0.998,1.005,4.416,5.041,0.298,-0.806,1.676
247,33377,0.486,4.077,0.367,1,4.538,5.404,2.607,3.484,4.961,3.022,4.961,3.022,0.426,0.376,45.176,1.132,0.567,0.857,0.92,19.638,4.949,3.0,0.875,0.821,66.329,0.93,1.011,4.954,3.007,0.328,-0.776,1.416
201,24877,0.362,4.266,0.25,1,5.732,6.518,2.046,2.805,6.149,2.455,6.149,2.455,0.368,0.348,43.533,1.058,0.484,0.749,0.88,139.399,6.125,2.425,0.786,0.759,0.0,0.882,1.003,6.106,2.442,0.256,-0.846,1.725
488,33113,0.482,4.468,0.304,1,3.889,4.873,4.61,5.442,4.402,5.018,4.402,5.018,0.457,0.353,18.532,1.295,0.57,0.846,0.993,172.493,4.369,5.031,0.97,0.724,17.956,0.998,1.005,4.416,5.041,0.298,-0.806,1.676
572,12530,0.182,2.655,0.325,1,4.156,4.686,5.442,6.026,4.382,5.728,4.382,5.728,0.277,0.223,62.828,1.24,0.22,0.829,0.624,41.779,4.376,5.711,0.588,0.463,68.923,0.627,1.005,4.366,5.705,0.191,-0.87,1.644
527,52918,0.771,5.247,0.352,1,6.839,7.934,4.957,6.083,7.417,5.514,7.417,5.514,0.603,0.418,45.392,1.444,0.894,0.862,1.299,56.87,7.425,5.512,1.246,0.925,36.674,1.299,1.0,7.4,5.473,0.385,-0.741,1.685
622,32406,0.472,4.397,0.307,1,5.48,6.354,5.786,6.625,5.854,6.211,5.854,6.211,0.438,0.365,38.005,1.2,0.554,0.853,1.007,35.437,5.799,6.218,0.979,0.787,49.17,0.961,0.954,5.812,6.221,0.298,-0.807,1.614
201,24877,0.362,4.266,0.25,1,5.732,6.518,2.046,2.805,6.149,2.455,6.149,2.455,0.368,0.348,43.533,1.058,0.484,0.749,0.88,139.399,6.125,2.425,0.786,0.759,0.0,0.882,1.003,6.106,2.442,0.256,-0.846,1.725
209,37008,0.539,4.184,0.387,1,7.762,8.476,2.141,3.255,8.144,2.723,8.144,2.723,0.576,0.312,84.731,1.85,0.61,0.884,1.14,62.92,8.083,2.718,1.125,0.677,83.309,1.149,1.008,8.129,2.843,0.282,-0.773,2.034
282,21218,0.309,3.128,0.397,1,8.583,9.373,2.87,3.614,8.993,3.219,8.993,3.219,0.407,0.263,-25.984,1.546,0.377,0.819,0.831,159.567,9.009,3.257,0.829,0.564,155.026,0.863,1.038,8.946,3.232,0.218,-0.83,1.983
622,32406,0.472,4.397,0.307,1,5.48,6.354,5.786,6.625,5.854,6.211,5.854,6.211,0.438,0.365,38.005,1.2,0.554,0.853,1.007,35.437,5.799,6.218,0.979,0.787,49.17,0.961,0.954,5.812,6.221,0.298,-0.807,1.614
527,52918,0.771,5.247,0.352,1,6.839,7.934,4.957,6.083,7.417,5.514,7.417,5.514,0.603,0.418,45.392,1.444,0.894,0.862,1.299,56.87,7.425,5.512,1.246,0.925,36.674,1.299,1.0,7.4,5.473,0.385,-0.741,1.685
212,25242,0.368,2.945,0.533,1,8.365,8.957,2.172,3.24,8.618,2.665,8.618,2.665,0.493,0.258,-89.415,1.906,0.406,0.905,1.07,86.934,8.681,2.692,1.069,0.56,84.912,1.081,1.01,8.648,2.637,0.237,-0.799,2.284
279,51610,0.885,3.987,0.699,1,0.766,1.884,1.979,3.08,1.309,2.479,1.309,2.479,0.579,0.505,-41.221,1.145,0.936,0.945,1.257,139.808,1.317,2.416,1.245,1.038,130.156,1.255,0.998,1.275,2.505,0.468,-0.595,1.342
308,30317,0.52,3.185,0.644,1,0.137,0.853,2.182,3.217,0.483,2.67,0.483,2.67,0.488,0.351,-88.955,1.391,0.554,0.938,1.044,82.706,0.479,2.686,1.044,0.701,82.504,1.062,1.018,0.484,2.691,0.335,-0.7,1.584
358,127818,2.191,5.623,0.871,1,2.695,4.393,3.304,4.972,3.514,4.113,3.514,4.113,0.877,0.799,-34.758,1.098,2.217,0.988,1.801,146.821,3.501,4.09,1.796,1.593,141.766,1.788,0.993,3.49,4.099,0.778,-0.258,1.148
310,47427,0.813,3.431,0.868,1,5.159,6.219,2.327,3.407,5.699,2.851,5.699,2.851,0.52,0.506,64.731,1.029,0.835,0.973,1.086,84.094,5.722,2.851,1.042,0.987,38.48,1.104,1.016,5.709,2.815,0.46,-0.379,1.201
91,215868,3.7,7.139,0.912,1,8.065,10.239,0.625,2.89,9.142,1.735,9.142,1.735,1.122,1.052,-62.668,1.067,3.743,0.989,2.278,115.866,9.13,1.742,2.261,2.092,123.69,2.313,1.015,9.171,1.677,1.023,0.53,1.131
